"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
21,"NCT03735290","A Study to Evaluate the Safety and Effectiveness of ILIxadencel Administered Into Tumors in Combination With Checkpoint Inhibitor (CPI) in Patients With ADvanced Cancer","ILIAD","Recruiting","No Results Available","Carcinoma, Squamous Cell of Head and Neck|Carcinoma, Non-Small-Cell Lung|Gastric Adenocarcinoma|Gastroesophageal Junction Adenocarcinoma|Non-small Cell Lung Cancer|Human Papilloma Virus","Biological: ilixadencel|Drug: Pembrolizumab","Frequency of adverse events (AEs) (Phase 1b)|Severity of adverse events (SAEs) (Phase 1b)|Number of Dose Limiting Toxicities (DLTs) (Phase 1b)|Number of subjects with clinically significant laboratory test abnormalities (Phase 1b)|Number of subjects with vital sign abnormalities (Phase 1b)|Antitumor Objective Response Rate (ORR) (Phase 2)|Antitumor Objective Response Rate (ORR) RECIST 1.1 (Phase 1b and Phase 2)|Antitumor Objective Response Rate (ORR) iRECIST (Phase 1b and Phase 2)|Clinical Benefit Rate (Phase 1b and Phase 2)|Number of circulating CD8 t-cell responses to tumor-specific or tumor-associated antigens (Phase 1b and Phase 2)|Duration of response (Phase 1b and Phase 2)|Time to Progression (TTP) (Phase 1b and Phase 2)|Progression-free Survival (PFS) (Phase 1b and Phase 2)|Overall Survival (OS) (Phase 1b and Phase 2)|Frequency of adverse events (AEs) (Phase 2)|Severity of adverse events (AEs) (Phase 2)|Number of Dose Limiting Toxicities (DLTs) (Phase 2)|Number of subjects with clinically significant laboratory test abnormalities (Phase 2)|Number of subjects with vital sign abnormalities (Phase 2)","Immunicum AB|PPD","All","18 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","150","Industry","Interventional","Allocation: Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","IM-202","January 14, 2019","December 2022","July 2023","November 8, 2018",,"December 20, 2019","Site 1010, Coral Gables, Florida, United States|Site 1006, Iowa City, Iowa, United States|Site 1011, Louisville, Kentucky, United States|Site 1001, Detroit, Michigan, United States|Site 1004, Chapel Hill, North Carolina, United States|Site 1009, Cleveland, Ohio, United States",,"https://ClinicalTrials.gov/show/NCT03735290"
22,"NCT02903914","Arginase Inhibitor INCB001158 as a Single Agent and in Combination With Immune Checkpoint Therapy in Patients With Advanced/Metastatic Solid Tumors",,"Recruiting","No Results Available","Metastatic Cancer|Solid Tumors|Colorectal Cancer (CRC)|Gastric Cancer|Head and Neck Cancer|Lung Cancer|Renal Cell Carcinoma (RCC)|Bladder Cancer|UC (Urothelial Cancer)|Mesothelioma","Drug: INCB001158|Drug: Pembrolizumab","Safety and Tolerability of INCB001158 as a single agent and in combination with Pembrolizumab: Incidence of Adverse Events|Recommended Phase 2 Dose (RP2D) of INCB001158|RP2D of INCB001158 with Pembrolizumab|Plasma pharmacokinetic (PK) profile of INCB001158 alone and in combination with Pembrolizumab|Anti-tumor Activity of INCB001158 as Monotherapy and in Combination with Pembrolizumab for patients with advanced/metastatic solid tumors","Incyte Corporation","All","18 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","424","Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Factorial Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","INCB 01158-101","September 14, 2016","August 28, 2020","August 28, 2020","September 16, 2016",,"February 27, 2020","University of South Alabama, Mobile, Alabama, United States|Honor Health/Pinnacle Oncology Hematology, Scottsdale, Arizona, United States|University of Arizona, Tucson, Arizona, United States|Georgetown, Washington, District of Columbia, United States|Johns Hopkins, Baltimore, Maryland, United States|BIDMC, Boston, Massachusetts, United States|DFCI, Boston, Massachusetts, United States|Henry Ford, Detroit, Michigan, United States|Sarah Cannon Research Institute at Tennessee Oncology, Nashville, Tennessee, United States|Vanderbilt, Nashville, Tennessee, United States|MD Anderson, Houston, Texas, United States|MD Anderson, Houston, Texas, United States|START, San Antonio, Texas, United States|Ospedale San Raffaele, Milan, Italy|Oncologica Azienda Ospedaliera Universitaria Senese, Siena, Italy|NKI, Amsterdam, Netherlands|Radboudumc, Nijmegen, Netherlands|Hospital Universitari Vall d'Hebron, Barcelona, Spain|Institut Catala d'Oncologia, Barcelona, Spain|START Madrid-HM CIOCC, Madrid, Spain",,"https://ClinicalTrials.gov/show/NCT02903914"
23,"NCT03506997","Trial of Pembrolizumab in Metastatic Castration Resistant Prostate Cancer","PERSEUS1","Recruiting","No Results Available","Castration-resistant Prostate Cancer","Drug: Pembrolizumab","To evaluate tumour response|Radiological progression-free survival (rPFS)|Time to radiological progression|Progression free survival|Time to PSA progression|Duration of PSA response|Overall survival|Safety and tolerability defined by CTC-AE, V 4.0 criteria.","Institute of Cancer Research, United Kingdom|Merck Sharp & Dohme Corp.","Male","18 Years and older   (Adult, Older Adult)","Phase 2","100","Other|Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","ICR-CTSU/2016/10060|2017-000931-15","November 27, 2018","September 1, 2023","September 1, 2025","April 24, 2018",,"December 24, 2018","The Royal Marsden Hospital, Sutton, Surrey, United Kingdom",,"https://ClinicalTrials.gov/show/NCT03506997"
24,"NCT03313804","Priming Immunotherapy in Advanced Disease With Radiation",,"Recruiting","No Results Available","Non-small Cell Lung Cancer|Squamous Cell Carcinoma of the Head and Neck","Drug: Immune checkpoint inhibitor|Radiation: Radiation Therapy","The primary study endpoint is 6-month progression-free survival.|Percentage of (programmed death) PD-1+ CD4+ T (helper) cells and PD-1+ CD8+ T (cytotoxic) cells prior to treatment versus with concurrent treatment.|Percentage of CD8+ T-cells that are gamma-interferon positive during treatment.|Percentage PD-L1+ CD4+ and PD-L1+ CD8+ T-cell expression differences during treatment","John L. Villano, MD, PhD|University of Kentucky","All","18 Years and older   (Adult, Older Adult)","Phase 2","57","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","MCC-17-MULTI-20-PMC","October 26, 2017","September 30, 2020","June 30, 2028","October 18, 2017",,"August 6, 2019","University of Kentucky Markey Cancer Center, Lexington, Kentucky, United States",,"https://ClinicalTrials.gov/show/NCT03313804"
25,"NCT03257722","Pembrolizumab + Idelalisib for Lung Cancer Study","PIL","Recruiting","No Results Available","Non Small Cell Lung Cancer|Metastasis|Recurrence","Drug: Pembrolizumab|Drug: Idelalisib","Number of Participants With Dose-Limiting Toxicity (DLT) Events as Assessed by CTCAE v4.03|Dose-Finding Assessment for optimum dose of idelalisib in combination with pembrolizumab|Overall Response Rates (ORR) to combination therapy","Zhonglin Hao|Merck Sharp & Dohme Corp.|Gilead Sciences|Augusta University","All","18 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","40","Other|Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","GCC-16053","September 26, 2017","August 2020","August 2021","August 22, 2017",,"September 29, 2017","Georgia Cancer Center at Augusta University, Augusta, Georgia, United States",,"https://ClinicalTrials.gov/show/NCT03257722"
26,"NCT04315701","A PD-1 Checkpoint Inhibitor (Cemiplimab) for High-Risk Localized, Locally Recurrent, or Regionally Advanced Skin Cancer",,"Not yet recruiting","No Results Available","Recurrent Skin Squamous Cell Carcinoma|Resectable Skin Squamous Cell Carcinoma|Stage I Skin Cancer|Stage II Skin Cancer|Stage III Skin Cancer","Biological: Cemiplimab|Procedure: Resection","Confirmed pathologic partial response|Pathologic complete response rate|Objective response rate|Progression-free survival|Incidence of toxicities","University of Southern California|National Cancer Institute (NCI)","All","18 Years and older   (Adult, Older Adult)","Phase 2","34","Other|NIH","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","14SK-19-1|NCI-2020-01247|P30CA014089","April 1, 2020","April 1, 2022","October 31, 2022","March 19, 2020",,"March 19, 2020","Los Angeles County-USC Medical Center, Los Angeles, California, United States|USC / Norris Comprehensive Cancer Center, Los Angeles, California, United States|Hoag Memorial Hospital, Newport Beach, California, United States",,"https://ClinicalTrials.gov/show/NCT04315701"
27,"NCT04407247","Infliximab or Vedolizumab in Treating Immune Checkpoint Inhibitor-Related Colitis in Patients With Genitourinary Cancer or Melanoma",,"Not yet recruiting","No Results Available","Colitis|Lung Non-Small Cell Carcinoma|Malignant Genitourinary System Neoplasm|Malignant Solid Neoplasm|Melanoma","Biological: Infliximab|Biological: Vedolizumab","Clinical remission/response rate of immune-mediated colitis (IMC)|Treatment-related adverse events|Clinical remission/response rate of IMC|Complete weaning of corticosteroid|Recurrent immune-related diarrhea/colitis","M.D. Anderson Cancer Center|National Cancer Institute (NCI)","All","18 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","100","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","2019-0276|NCI-2019-04986|P30CA016672","June 30, 2020","December 31, 2021","December 31, 2021","May 29, 2020",,"May 29, 2020","M D Anderson Cancer Center, Houston, Texas, United States",,"https://ClinicalTrials.gov/show/NCT04407247"
28,"NCT02981303","Study of Imprime PGG and Pembrolizumab in Advanced Melanoma and Triple Negative Breast Cancer",,"Active, not recruiting","No Results Available","Advanced Melanoma|Triple-Negative Breast Cancer","Biological: Imprime PGG|Drug: Pembrolizumab","Overall Response Rate (ORR) to Imprime PGG + pembrolizumab using RECIST v1.1 criteria|Time to response (TTR) using RECIST v1.1 criteria|Complete response rate (CRR) using RECIST v1.1 criteria|Duration of overall response (DoR) using RECIST v1.1 criteria|Progression-Free Survival (PFS) and PFS rate at 6 months and 1 year using RECIST v1.1 criteria|Overall survival (OS) and OS rate at 1 year using RECIST v1.1 criteria|Pharmacokinetic (PK) data of Imprime PGG in combination with Pembrolizumab","Biothera|Merck Sharp & Dohme Corp.","All","18 Years and older   (Adult, Older Adult)","Phase 2","64","Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","BT-CL-PGG-MEL/BCA-1621/MK3475","December 2016","April 2019","November 2021","December 5, 2016",,"February 27, 2019","Arizona Center for Cancer Care, Avondale, Arizona, United States|John Wayne Cancer Institute, Santa Monica, California, United States|University of Colorado Cancer Center, Aurora, Colorado, United States|Sarah Cannon Research Institute, Denver, Colorado, United States|University Cancer and Blood Center, Athens, Georgia, United States|Piedmont Cancer Institute, Atlanta, Georgia, United States|Stony Brook University Cancer Center, Stony Brook, New York, United States|Thomas Jefferson University Sidney Kimmel Cancer Center, Philadelphia, Pennsylvania, United States|Sarah Cannon Research Institute, Nashville, Tennessee, United States|Millennium Oncology, Houston, Texas, United States",,"https://ClinicalTrials.gov/show/NCT02981303"
29,"NCT03259867","Combination of TATE and PD-1 Inhibitor in Liver Cancer","TATE-PD1","Active, not recruiting","No Results Available","Hepatocellular Carcinoma|Colorectal Neoplasms|Gastric Cancer|Lung Cancer","Drug: Opdivo Injectable Product or Keytruda Injectable Product|Combination Product: Trans-arterial tirapazamine embolization","Response rate|Overall Response rate|Duration of Response|Progression Free Survival|Overall survival","Teclison Ltd.","All","18 Years to 80 Years   (Adult, Older Adult)","Phase 2","80","Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","LT-004","July 1, 2017","October 30, 2020","December 1, 2021","August 24, 2017",,"September 11, 2019","University of California, Irvine, Orange, California, United States",,"https://ClinicalTrials.gov/show/NCT03259867"
30,"NCT03878979","Preoperative Immune Checkpoint Inhibitor for Patients With Primary Untreated or Recurrent/Metastatic SCCHN",,"Recruiting","No Results Available","Head and Neck Squamous Cell Carcinoma|Head and Neck Cancer|Head and Neck Cancer Metastatic","Drug: Nivolumab 480mg and surgical resection","Safety as measured by number of participants with drug-related adverse events|Feasibility as measured by number of participants with successful completion of preoperative treatment and no extended treatment-related delays|Major pathologic response rate|Progression free survival (PFS)|Radiographic response rate","Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins|Bristol-Myers Squibb","All","18 Years and older   (Adult, Older Adult)","Phase 2","24","Other|Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Treatment","J1923|IRB00207577|CA209-9H7","July 8, 2019","July 2021","July 2024","March 18, 2019",,"February 7, 2020","Johns Hopkins Sidney Kimmel Comprehensive Cancer Center, Baltimore, Maryland, United States",,"https://ClinicalTrials.gov/show/NCT03878979"
31,"NCT03219333","A Study of Enfortumab Vedotin for Patients With Locally Advanced or Metastatic Urothelial Bladder Cancer","EV-201","Active, not recruiting","No Results Available","Carcinoma, Transitional Cell|Urinary Bladder Neoplasms|Urologic Neoplasms|Renal Pelvis Neoplasms|Urothelial Cancer|Ureteral Neoplasms|Urethral Neoplasms","Drug: Enfortumab vedotin","Objective response rate (ORR) by an independent review facility (IRF)|Duration of response (DOR) by an IRF|Disease control rate at 16 weeks (DCR16) by an IRF|Progression free survival (PFS) by an IRF|ORR by investigator assessment|DOR by investigator assessment|DCR16 by investigator assessment|Progression free survival (PFS) by investigator assessment|Overall survival (OS)|Incidence of adverse events (AEs)|Incidence of laboratory abnormalities|Pharmacokinetics (PK) parameter for enfortumab vedotin: Maximum concentration (Cmax)|PK parameter for enfortumab vedotin: Trough concentration (Ctrough)|PK parameter for monomethyl auristatin E (MMAE): Cmax|PK parameter for MMAE: Ctrough|PK parameter for Total Antibody (TAb): Cmax|PK parameter for Total Antibody (TAb): Ctrough|Incidence of antitherapeutic antibodies (ATA) to enfortumab vedotin","Astellas Pharma Global Development, Inc.|Seattle Genetics, Inc.|Astellas Pharma Inc","All","18 Years and older   (Adult, Older Adult)","Phase 2","219","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","SGN22E-001","October 8, 2017","November 2020","May 2025","July 17, 2017",,"May 15, 2020","Alaska Urological Institute, Anchorage, Alaska, United States|Arizona Oncology Associates, PC - HAL, Phoenix, Arizona, United States|Mayo Clinic Arizona, Scottsdale, Arizona, United States|Arizona Oncology Associates, PC - HOPE, Tucson, Arizona, United States|University of California Davis, Davis, California, United States|Keck Medical Center / University of Southern California, Los Angeles, California, United States|Keck Medical Center / Newport Beach, Newport Beach, California, United States|Kaiser Permanente Oakland, Oakland, California, United States|Chao Family Comprehensive Cancer Center University of California Irvine, Orange, California, United States|University of California Irvine - Newport, Orange, California, United States|Kaiser Permanente Roseville, Roseville, California, United States|Kaiser Permanente Sacramento, Sacramento, California, United States|Kaiser Permanente San Francisco, San Francisco, California, United States|Kaiser Permanente San Jose, San Jose, California, United States|Kaiser Permanente San Leandro, San Leandro, California, United States|Kaiser Permanente Santa Clara, Santa Clara, California, United States|Kaiser Permanente South San Francisco, South San Francisco, California, United States|Kaiser Permanente Medical Center Northern California, Vallejo, California, United States|Kaiser Permanente Walnut Creek, Walnut Creek, California, United States|Rocky Mountain Cancer Centers - Aurora, Aurora, Colorado, United States|Yale Cancer Center, New Haven, Connecticut, United States|Ocala Oncology Center, Ocala, Florida, United States|H. Lee Moffitt Cancer Center & Research Institute, Tampa, Florida, United States|Augusta University, Augusta, Georgia, United States|University of Chicago, Chicago, Illinois, United States|Norton Cancer Institute, Louisville, Kentucky, United States|Johns Hopkins Medical Center, Baltimore, Maryland, United States|Maryland Oncology Hematology, P.A., Silver Spring, Maryland, United States|Massachusetts General Hospital, Boston, Massachusetts, United States|Dana Farber Cancer Institute, Boston, Massachusetts, United States|Karmanos Cancer Institute / Wayne State University, Detroit, Michigan, United States|Washington University School of Medicine, Saint Louis, Missouri, United States|Comprehensive Cancer Centers of Nevada, Las Vegas, Nevada, United States|New York Oncology Hematology, P.C., Albany, New York, United States|New York University (NYU) Cancer Institute, New York, New York, United States|Columbia University Medical Center, New York, New York, United States|Mount Sinai Medical Center, New York, New York, United States|Memorial Sloan Kettering Cancer Center, New York, New York, United States|James P. Wilmot Cancer Center / University of Rochester Medical Center, Rochester, New York, United States|Duke University Medical Center, Durham, North Carolina, United States|Cleveland Clinic, The, Cleveland, Ohio, United States|James Cancer Hospital / Ohio State University, Columbus, Ohio, United States|Northwest Cancer Specialists, P.C., Tualatin, Oregon, United States|Thomas Jefferson University, Philadelphia, Pennsylvania, United States|Hillman Cancer Center / University of Pittsburgh Medical Center, Pittsburgh, Pennsylvania, United States|Greenville Health System Cancer Institute, Greenville, South Carolina, United States|Vanderbilt University Medical Center, Nashville, Tennessee, United States|Texas Oncology - Austin Central, Austin, Texas, United States|Texas Oncology - Baylor Sammons Cancer Center, Dallas, Texas, United States|Houston Methodist Cancer Center, Houston, Texas, United States|University of Virginia, Charlottesville, Virginia, United States|Virginia Cancer Specialists, PC, Fairfax, Virginia, United States|Virginia Oncology Associates, Norfolk, Virginia, United States|Seattle Cancer Care Alliance / University of Washington, Seattle, Washington, United States|Site FR33001, Villejuif-Cedex-France, France|Site DE49004, Muenster, Germany|Site DE49001, Tübingen, Germany|Site IT39001, Milano, Italy|Site IT39003, Terni, Italy|Site JP81001, Hirosaki, Aomori, Japan|Site JP81004, Tsukuba, Ibaraki, Japan|Site JP81002, Morioka, Iwate, Japan|Site JP81008, Osakasayama, Osaka, Japan|Site JP81006, Shinjuku-ku, Tokyo, Japan|Site JP81009, Ube, Yamaguchi, Japan|Site JP81005, Chiba, Japan|Site JP81011, Fukuoka, Japan|Site JP81012, Fukuoka, Japan|Site JP81003, Nigata, Japan|Site JP81007, Osaka, Japan|Site JP81010, Tokushima, Japan|Site KR82005, Daejeon, Korea, Republic of|Site KR82003, Seongnam-si, Korea, Republic of|Site KR82001, Seoul, Korea, Republic of|Site KR82002, Seoul, Korea, Republic of|Site KR82004, Seoul, Korea, Republic of|Site NL31001, Amsterdam, Netherlands|Site ES34002, Barcelona, Spain|Site ES34003, Santander, Spain|Site ES34004, Sevilla, Spain",,"https://ClinicalTrials.gov/show/NCT03219333"
